id,genero,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,fecha
338,0,3,4,3,4,1,4,2,2,2,4,2025-10-29T15:11:10.3800000
339,0,2,2,4,2,4,3,1,1,3,3,2025-10-29T15:11:17.3170000
340,0,1,0,1,4,4,0,3,4,0,0,2025-10-29T15:11:45.9300000
341,1,2,3,3,4,3,3,2,3,4,4,2025-10-29T15:12:45.3630000
342,1,2,2,3,3,2,3,3,2,3,3,2025-10-29T15:12:54.7530000
343,1,2,2,1,1,2,2,1,0,3,0,2025-10-29T15:12:59.8200000
344,1,2,3,2,1,2,1,2,2,2,2,2025-10-29T15:13:49.4630000
345,1,2,3,2,1,2,1,2,2,2,2,2025-10-29T15:13:49.4900000
346,1,2,3,2,1,2,1,2,2,2,2,2025-10-29T15:13:49.5000000
347,1,2,3,3,3,3,2,3,3,3,3,2025-10-29T15:14:39.8100000
348,1,2,2,1,2,2,1,2,2,1,2,2025-10-29T15:15:41.6800000
349,0,2,2,2,3,2,1,2,1,0,2,2025-10-29T16:03:29.2730000
350,0,2,1,2,2,2,2,2,2,2,3,2025-10-29T16:03:52.5030000
351,1,1,2,3,2,2,2,3,3,3,3,2025-10-29T16:03:53.6030000
352,1,3,2,2,2,2,3,2,2,3,3,2025-10-29T16:04:01.5000000
353,0,1,0,3,0,2,1,0,3,4,2,2025-10-29T16:04:06.4600000
354,0,2,2,2,3,4,2,1,2,1,1,2025-10-29T16:04:15.7900000
355,0,0,1,3,1,2,2,3,2,3,2,2025-10-29T16:04:33.0600000
356,1,2,1,2,1,3,1,1,1,1,1,2025-10-29T16:04:50.5900000
357,0,3,3,2,2,1,2,2,3,3,4,2025-10-29T16:05:09.1130000
358,1,2,3,3,2,1,3,1,1,3,3,2025-10-29T16:05:28.2600000
359,1,4,3,2,2,1,0,2,2,2,0,2025-10-29T16:05:31.8030000
360,1,4,3,2,2,1,0,2,2,2,0,2025-10-29T16:05:31.8130000
361,0,2,1,1,3,3,2,3,3,2,1,2025-10-29T16:05:33.2930000
362,0,2,3,1,0,2,2,3,1,1,0,2025-10-29T16:05:34.3800000
363,1,2,2,2,2,2,3,2,2,2,3,2025-10-29T16:05:57.8500000
364,0,3,2,3,2,1,2,1,0,4,4,2025-10-29T16:06:11.0430000
365,0,2,2,4,3,2,4,2,2,4,4,2025-10-29T16:06:34.2570000
366,1,3,2,3,2,2,2,2,2,3,2,2025-10-29T16:06:38.8300000
367,1,3,2,3,2,2,2,1,2,4,3,2025-10-29T16:06:55.8630000
368,1,3,2,3,2,2,2,1,2,4,3,2025-10-29T16:06:56.0470000
369,1,2,2,3,1,2,2,2,2,3,2,2025-10-29T16:08:11.2500000
370,0,2,1,2,2,2,2,3,2,2,2,2025-10-29T16:08:14.0300000
371,0,3,1,0,4,3,2,4,4,2,0,2025-10-29T16:08:40.1270000
372,1,1,1,2,2,4,1,3,2,2,2,2025-10-29T16:09:15.6630000
373,1,2,1,3,2,2,2,3,2,2,1,2025-10-29T16:10:08.7800000
374,1,1,2,0,3,4,0,3,4,1,0,2025-10-29T16:10:21.5470000
375,0,3,2,4,2,2,3,1,2,2,2,2025-10-29T16:11:33.7100000
376,1,1,2,0,3,4,0,3,4,3,3,2025-10-29T16:32:03.6500000
377,1,1,2,0,3,4,0,3,4,3,3,2025-10-29T16:32:03.9470000
378,1,4,3,2,3,0,2,0,2,2,4,2025-10-29T16:33:34.0000000
379,0,1,2,1,4,3,2,3,3,1,1,2025-10-29T16:33:35.4370000
380,0,1,2,3,1,1,2,3,1,4,1,2025-10-29T16:33:51.4270000
381,1,2,1,2,2,3,0,3,2,1,1,2025-10-29T16:33:57.0700000
382,0,3,3,3,3,2,2,3,2,3,3,2025-10-29T16:34:01.2070000
383,0,1,1,0,4,3,1,4,3,1,1,2025-10-29T16:34:03.0700000
384,1,3,3,4,2,1,4,2,2,3,3,2025-10-29T16:34:05.2370000
385,0,2,4,2,1,2,4,2,3,2,4,2025-10-29T16:34:07.3970000
386,0,2,2,1,2,3,1,3,3,0,1,2025-10-29T16:34:14.3000000
387,0,2,2,1,2,3,1,3,3,0,1,2025-10-29T16:34:14.3170000
388,1,2,3,2,2,2,2,3,1,2,2,2025-10-29T16:34:18.2870000
389,0,0,1,1,0,0,1,4,1,4,4,2025-10-29T16:34:26.4470000
390,0,1,1,0,2,3,2,3,2,1,1,2025-10-29T16:35:06.5000000
391,0,2,3,4,2,2,3,1,2,4,3,2025-10-29T16:35:25.8870000
392,0,2,2,2,2,4,2,1,3,1,1,2025-10-29T16:35:39.5700000
393,0,1,1,2,2,2,2,3,2,2,2,2025-10-29T16:35:58.7270000
394,0,3,3,4,2,2,2,2,2,3,2,2025-10-29T16:36:01.3200000
395,0,2,3,3,4,2,1,2,3,2,3,2025-10-29T16:36:06.3630000
396,0,1,2,2,3,2,3,2,3,4,1,2025-10-29T16:36:14.8130000
397,0,2,1,1,4,2,2,3,3,1,1,2025-10-29T16:36:20.0900000
398,0,2,3,2,1,3,1,2,3,2,1,2025-10-29T16:36:34.8770000
399,1,3,4,4,0,2,2,1,2,3,3,2025-10-29T16:36:45.9400000
400,0,2,2,2,2,2,2,2,2,2,2,2025-10-29T16:37:02.9100000
401,0,2,2,2,2,2,2,2,2,2,2,2025-10-29T16:37:02.9200000
402,0,2,2,2,2,2,2,2,2,2,2,2025-10-29T16:37:02.9670000
403,0,2,2,2,2,2,2,2,2,2,2,2025-10-29T16:37:02.9970000
404,0,2,2,2,2,2,2,2,2,2,2,2025-10-29T16:37:03.0370000
405,0,2,2,2,2,2,2,2,2,2,2,2025-10-29T16:37:03.0870000
406,0,2,2,2,2,2,2,2,2,2,2,2025-10-29T16:37:03.2070000
407,0,2,2,2,2,2,2,2,2,2,2,2025-10-29T16:37:03.3730000
408,0,2,2,2,2,2,2,2,2,2,2,2025-10-29T16:37:03.5600000
409,0,2,2,2,2,2,2,2,2,2,2,2025-10-29T16:37:03.6130000
410,0,2,1,3,1,0,1,3,1,2,4,2025-10-29T16:37:13.7770000
411,0,2,1,3,1,0,1,3,1,2,4,2025-10-29T16:37:13.8700000
412,1,0,0,1,2,2,1,3,2,1,1,2025-10-29T16:38:21.9500000
413,1,2,2,2,2,2,3,2,1,3,3,2025-10-29T16:46:50.9470000
414,1,2,2,3,2,2,3,2,2,3,4,2025-10-29T16:47:08.6100000
415,1,2,1,3,2,2,1,2,3,2,2,2025-10-29T16:47:14.5100000
416,1,4,2,4,2,2,3,1,2,3,3,2025-10-29T16:48:06.6900000
417,1,4,2,4,2,2,3,1,2,3,3,2025-10-29T16:48:06.8330000
418,1,1,2,2,2,3,1,2,2,2,3,2025-10-29T16:48:10.1470000
419,1,2,2,3,1,2,3,2,1,3,3,2025-10-29T16:49:03.3570000
420,1,4,3,4,2,1,3,2,1,4,4,2025-10-29T16:49:10.9670000
421,0,2,1,2,3,3,0,2,3,1,1,2025-10-29T16:50:02.9730000
422,1,2,3,3,2,2,4,2,1,4,4,2025-10-29T16:50:52.9400000
423,1,1,2,2,3,3,2,3,4,2,1,2025-10-29T16:50:53.9330000
424,1,4,4,4,0,2,2,1,1,2,1,2025-10-29T16:50:56.5470000
425,0,2,2,1,3,3,2,1,1,2,3,2025-10-29T16:51:27.7030000
426,0,2,2,3,2,3,2,1,2,3,2,2025-10-29T16:51:31.2370000
427,1,3,0,4,3,3,3,0,2,4,4,2025-10-29T16:52:57.3700000
428,0,2,2,2,1,3,2,1,2,1,1,2025-10-29T16:55:44.9430000
429,0,3,2,3,2,4,2,2,2,3,2,2025-10-29T16:56:39.3330000
430,0,1,1,2,3,4,3,3,3,1,2,2025-10-29T16:58:10.1300000
431,1,2,2,3,2,1,1,1,2,2,3,2025-10-29T16:59:25.2630000
432,1,2,3,4,2,2,3,3,2,4,4,2025-10-29T17:01:03.2800000
433,1,4,1,4,4,1,0,3,3,2,1,2025-10-29T17:27:05.5870000
434,1,4,1,4,4,1,0,3,3,2,1,2025-10-29T17:27:05.6530000
435,0,1,4,4,0,1,4,1,2,3,4,2025-10-29T17:27:34.2530000
436,1,4,3,3,2,2,3,2,2,3,4,2025-10-29T17:27:42.3800000
437,0,2,2,4,1,0,2,0,2,3,1,2025-10-29T17:28:11.3870000
438,0,2,2,1,1,3,2,2,3,2,2,2025-10-29T17:28:15.3100000
439,0,2,2,1,1,3,3,2,3,2,2,2025-10-29T17:28:17.6230000
440,0,2,2,1,1,3,3,2,3,2,2,2025-10-29T17:28:17.6630000
441,0,2,2,1,1,3,3,2,3,2,2,2025-10-29T17:28:17.6830000
442,0,2,2,1,1,3,3,2,3,2,2,2025-10-29T17:28:17.7370000
443,1,3,2,3,2,2,2,1,2,2,2,2025-10-29T17:28:22.5600000
444,1,1,2,2,3,2,3,2,3,2,2,2025-10-29T17:28:27.9930000
445,1,2,2,2,3,1,3,1,4,3,2,2025-10-29T17:28:32.7000000
446,1,2,1,3,4,3,1,1,3,4,1,2025-10-29T17:28:39.8500000
447,1,2,1,3,4,3,1,1,3,4,1,2025-10-29T17:28:39.8630000
448,1,2,1,3,4,3,1,1,3,4,1,2025-10-29T17:28:39.8900000
449,1,2,1,3,4,3,1,1,3,4,1,2025-10-29T17:28:39.8900000
450,1,2,1,3,4,3,1,1,3,4,1,2025-10-29T17:28:39.8970000
451,1,2,1,3,4,3,1,1,3,4,1,2025-10-29T17:28:39.9500000
452,1,2,1,3,4,3,1,1,3,4,1,2025-10-29T17:28:40.0200000
453,1,2,1,3,4,3,1,1,3,4,1,2025-10-29T17:28:40.0200000
454,1,2,1,3,4,3,1,1,3,4,1,2025-10-29T17:28:40.0500000
455,1,2,1,3,4,3,1,1,3,4,1,2025-10-29T17:28:40.0800000
456,1,2,1,3,4,3,1,1,3,4,1,2025-10-29T17:28:40.8970000
457,1,2,1,3,4,3,1,1,3,4,1,2025-10-29T17:28:41.4530000
458,1,2,1,3,4,3,1,1,3,4,1,2025-10-29T17:28:41.5170000
459,1,2,1,3,4,3,1,1,3,4,1,2025-10-29T17:28:41.5370000
460,0,2,0,2,4,2,0,1,4,1,3,2025-10-29T17:28:41.8930000
461,1,4,4,3,2,2,3,1,2,3,4,2025-10-29T17:29:06.1400000
462,0,3,4,4,3,0,3,0,0,4,4,2025-10-29T17:29:32.7930000
463,0,2,2,2,4,2,1,2,4,2,1,2025-10-29T17:31:08.0900000
464,0,2,4,3,0,2,3,4,2,4,4,2025-10-29T17:31:25.2430000
465,1,4,4,4,4,4,4,4,2,4,4,2025-10-29T17:32:28.5700000
466,1,2,1,2,3,3,0,3,3,1,1,2025-10-29T17:33:07.5570000
467,0,4,4,4,1,0,4,1,1,3,4,2025-10-29T17:34:50.6100000
468,0,2,1,0,4,2,2,2,0,1,2,2025-10-29T17:34:58.7130000
469,0,2,3,2,3,4,2,3,4,2,1,2025-10-29T17:36:06.3300000
470,1,2,2,0,2,2,2,2,2,3,3,2025-10-29T17:36:38.5500000
471,0,1,3,0,0,2,2,1,0,0,0,2025-10-29T17:38:10.3330000
472,0,4,3,4,3,0,4,1,2,4,4,2025-10-29T17:38:22.3370000
473,1,3,4,4,1,2,2,2,2,2,2,2025-10-29T17:40:25.1600000
474,0,2,3,3,2,2,3,3,4,3,2,2025-10-29T17:40:25.4370000
475,1,3,2,3,1,2,3,2,2,3,4,2025-10-29T17:41:37.3930000
476,1,2,2,4,2,1,4,2,2,3,3,2025-10-29T17:42:16.9730000
477,0,3,2,2,4,2,3,2,1,2,3,2025-10-29T17:44:06.5270000
478,0,4,2,4,1,4,4,4,0,4,4,2025-10-31T16:22:57.1930000
479,0,4,2,4,1,4,4,4,0,4,4,2025-10-31T16:22:57.1930000
480,0,1,3,3,4,4,1,3,4,0,1,2025-10-31T16:23:14.6100000
481,0,1,3,3,4,4,1,3,4,0,1,2025-10-31T16:23:14.6130000
482,0,0,0,0,0,0,0,0,0,0,0,2025-10-31T16:23:22.6670000
483,0,2,1,3,3,3,0,3,2,3,1,2025-10-31T16:24:32.5100000
484,0,1,2,1,2,2,2,2,1,3,3,2025-10-31T16:24:40.9230000
485,0,3,3,2,2,2,3,2,2,3,3,2025-10-31T16:24:42.6400000
486,1,2,2,2,2,2,2,2,2,2,2,2025-10-31T16:25:34.5730000
487,1,2,2,2,2,2,2,2,2,2,2,2025-10-31T16:25:34.5870000
488,0,4,4,3,2,1,2,0,2,4,2,2025-10-31T16:25:42.6130000
489,0,0,0,2,2,3,1,2,3,2,2,2025-10-31T16:25:51.0130000
490,0,4,4,4,4,4,4,4,4,4,4,2025-10-31T16:26:39.8070000
491,1,4,4,4,0,0,3,0,0,4,4,2025-10-31T16:26:42.4700000
492,0,2,1,2,2,1,2,0,1,3,2,2025-10-31T16:27:02.9770000
493,1,1,2,2,2,2,2,4,2,2,2,2025-10-31T16:27:14.2330000
494,1,2,2,4,2,3,2,4,2,3,3,2025-10-31T16:27:29.8630000
495,1,2,2,3,2,2,2,2,2,2,2,2025-10-31T16:27:56.6570000
496,0,1,2,1,2,3,4,2,2,2,3,2025-10-31T16:28:04.1270000
497,1,3,2,3,2,1,3,2,1,4,4,2025-10-31T16:28:32.5430000
498,1,3,3,3,2,2,1,2,2,3,3,2025-10-31T16:28:33.2430000
499,1,2,2,2,1,2,2,1,2,2,3,2025-10-31T16:28:46.1670000
500,1,1,1,3,2,1,3,3,2,3,2,2025-10-31T16:30:26.1600000
501,0,0,2,0,3,1,2,4,2,2,2,2025-10-31T16:39:49.7000000
502,0,1,1,2,2,2,2,2,4,4,4,2025-10-31T16:39:55.4370000
503,0,1,1,2,2,2,2,2,4,4,4,2025-10-31T16:39:55.5700000
504,1,2,3,3,3,2,2,3,2,3,2,2025-10-31T16:40:37.4630000
505,0,2,1,0,4,3,0,3,2,1,2,2025-10-31T16:40:55.4370000
506,0,2,2,3,2,3,2,3,3,2,2,2025-10-31T16:41:07.3330000
507,0,0,1,2,3,3,2,3,3,2,2,2025-10-31T16:41:13.6000000
508,1,2,3,2,1,2,1,2,2,3,3,2025-10-31T16:41:14.2730000
509,0,2,1,2,1,3,1,2,2,1,2,2025-10-31T16:41:25.4470000
510,0,2,1,2,2,2,1,2,2,2,2,2025-10-31T16:41:54.8270000
511,0,2,1,2,4,2,1,3,2,2,2,2025-10-31T16:42:23.8330000
512,0,1,2,2,2,2,2,2,1,2,2,2025-10-31T16:42:36.0030000
513,1,2,3,3,1,4,4,1,0,4,4,2025-10-31T16:42:49.2900000
514,1,3,4,3,2,1,2,2,2,3,4,2025-10-31T16:43:04.6500000
515,0,2,3,3,2,1,3,3,4,2,2,2025-10-31T16:43:09.2330000
516,0,3,2,2,2,2,2,1,2,2,3,2025-10-31T16:43:14.6200000
517,0,3,2,2,2,2,2,1,2,2,3,2025-10-31T16:43:14.6300000
518,0,3,2,2,2,2,2,1,2,2,3,2025-10-31T16:43:14.6630000
519,0,3,2,2,2,2,2,1,2,2,3,2025-10-31T16:43:14.7200000
520,0,3,2,2,2,2,2,1,2,2,3,2025-10-31T16:43:14.7900000
521,0,3,2,2,2,2,2,1,2,2,3,2025-10-31T16:43:14.9200000
522,0,1,3,0,3,3,0,2,3,0,2,2025-10-31T16:43:33.2830000
523,0,2,3,4,2,2,3,4,1,4,4,2025-10-31T16:44:41.1030000
524,0,2,3,4,2,2,3,4,1,4,4,2025-10-31T16:44:41.1700000
525,1,2,3,4,1,2,2,3,2,3,3,2025-10-31T16:44:50.9300000
526,1,3,3,3,2,1,3,2,1,3,3,2025-10-31T16:44:57.1070000
527,1,4,2,4,2,2,3,2,3,3,2,2025-10-31T16:54:40.9630000
528,0,3,2,2,2,1,1,2,1,2,3,2025-10-31T16:54:46.9400000
529,0,3,2,2,2,1,1,2,1,2,3,2025-10-31T16:54:47.1430000
530,0,2,2,4,3,0,2,3,1,2,1,2025-10-31T16:54:55.0800000
531,0,3,2,3,2,2,2,2,2,2,3,2025-10-31T16:55:17.3370000
532,0,2,1,2,4,2,2,3,3,4,3,2025-10-31T16:55:22.7300000
533,0,2,1,2,4,2,2,3,3,4,3,2025-10-31T16:55:22.8070000
534,0,2,1,2,4,2,2,3,3,4,3,2025-10-31T16:55:22.8370000
535,0,2,1,2,4,2,2,3,3,4,3,2025-10-31T16:55:22.8870000
536,0,2,1,2,4,2,2,3,3,4,3,2025-10-31T16:55:23.0470000
537,0,2,1,2,4,2,2,3,3,4,3,2025-10-31T16:55:23.2530000
538,0,2,1,2,4,2,2,3,3,4,3,2025-10-31T16:55:23.3400000
539,0,2,1,2,4,2,2,3,3,4,3,2025-10-31T16:55:23.4430000
540,0,2,1,2,4,2,2,3,3,4,3,2025-10-31T16:55:23.5200000
541,0,2,1,2,4,2,2,3,3,4,3,2025-10-31T16:55:23.5400000
542,0,2,1,2,4,2,2,3,3,4,3,2025-10-31T16:55:23.5800000
543,0,2,1,2,4,2,2,3,3,4,3,2025-10-31T16:55:23.5930000
544,0,2,1,2,4,2,2,3,3,4,3,2025-10-31T16:55:23.6330000
545,0,2,1,2,4,2,2,3,3,4,3,2025-10-31T16:55:23.6600000
546,0,2,1,2,4,2,2,3,3,4,3,2025-10-31T16:55:23.6600000
547,0,2,1,2,4,2,2,3,3,4,3,2025-10-31T16:55:23.6600000
548,0,2,1,2,4,2,2,3,3,4,3,2025-10-31T16:55:23.6700000
549,0,2,1,2,4,2,2,3,3,4,3,2025-10-31T16:55:23.6800000
550,0,2,1,2,4,2,2,3,3,4,3,2025-10-31T16:55:23.6900000
551,0,2,1,2,4,2,2,3,3,4,3,2025-10-31T16:55:23.7570000
552,0,2,1,2,4,2,2,3,3,4,3,2025-10-31T16:55:23.7600000
553,0,2,1,2,4,2,2,3,3,4,3,2025-10-31T16:55:23.7870000
554,0,2,1,2,4,2,2,3,3,4,3,2025-10-31T16:55:23.7970000
555,0,2,1,2,4,2,2,3,3,4,3,2025-10-31T16:55:23.8200000
556,0,2,1,2,4,2,2,3,3,4,3,2025-10-31T16:55:23.8470000
557,0,2,1,2,4,2,2,3,3,4,3,2025-10-31T16:55:23.8570000
558,0,2,1,2,4,2,2,3,3,4,3,2025-10-31T16:55:23.8770000
559,0,2,1,2,4,2,2,3,3,4,3,2025-10-31T16:55:23.8770000
560,0,2,1,2,4,2,2,3,3,4,3,2025-10-31T16:55:23.8770000
561,1,3,3,2,2,1,3,2,1,3,3,2025-10-31T16:55:23.8870000
562,1,3,3,2,2,1,3,2,1,3,3,2025-10-31T16:55:24.0030000
563,0,2,1,1,3,2,1,2,2,0,1,2025-10-31T16:56:01.9730000
564,0,3,2,4,4,3,2,3,2,4,2,2025-10-31T16:56:26.0430000
565,0,1,1,1,1,1,2,3,1,1,3,2025-10-31T16:56:34.4070000
566,0,1,1,2,4,3,0,4,4,1,1,2025-10-31T16:56:39.1430000
567,0,1,1,2,4,3,0,4,4,1,1,2025-10-31T16:56:39.6900000
568,0,2,2,3,2,2,2,2,2,3,3,2025-10-31T16:57:14.2700000
569,1,2,0,4,4,3,2,2,2,2,2,2025-10-31T16:57:42.9670000
570,1,1,1,2,3,3,2,3,2,2,2,2025-10-31T16:58:26.4730000
571,0,0,0,3,4,2,2,2,2,2,2,2025-10-31T16:58:31.0300000
572,0,2,2,1,2,1,2,2,1,2,1,2025-10-31T16:59:55.3530000
573,1,2,0,0,2,2,1,4,2,0,2,2025-10-31T17:00:51.9100000
574,0,2,2,2,2,2,4,0,2,2,2,2025-10-31T17:02:55.0100000
575,1,2,2,3,2,1,3,2,1,3,2,2025-10-31T17:03:07.4770000
576,1,3,3,3,2,2,3,3,3,3,3,2025-10-31T17:04:10.8600000
577,0,1,1,2,3,3,2,3,3,1,1,2025-11-05T03:40:10.1130000
578,0,1,1,2,3,3,1,3,3,1,1,2025-11-05T03:41:35.2800000
579,0,2,2,2,2,2,2,2,2,2,2,2025-11-05T04:35:39.6500000
580,0,2,2,2,2,2,2,2,2,2,2,2025-11-05T13:35:20.3200000
581,0,2,2,2,2,2,2,2,2,2,2,2025-11-05T13:35:20.3930000
582,0,2,2,2,2,2,2,2,2,2,2,2025-11-05T13:35:20.5030000
583,0,2,2,2,2,2,2,2,2,2,2,2025-11-05T13:35:20.6200000
584,0,2,2,2,2,2,2,2,2,2,2,2025-11-05T13:39:56.1170000
585,1,2,3,1,0,2,3,1,2,3,0,2025-11-05T17:17:19.9430000
586,1,2,3,1,0,2,3,1,2,3,0,2025-11-05T17:17:46.8130000
587,1,2,3,1,0,2,3,1,2,3,0,2025-11-05T17:19:48.4030000
588,1,2,3,1,0,2,3,1,2,3,0,2025-11-05T17:19:59.0530000
589,1,2,3,1,0,2,3,1,2,3,0,2025-11-05T17:23:02.0700000
590,0,3,4,2,3,1,3,4,2,1,3,2025-11-05T17:35:10.3400000
591,1,2,3,1,0,2,3,1,2,3,0,2025-11-05T17:45:56.3870000
592,0,3,4,2,3,1,3,4,2,1,3,2025-11-05T18:04:48.4800000
593,0,2,2,2,2,2,2,2,2,2,2,2025-11-05T18:23:54.7530000
594,0,1,1,1,1,1,1,1,1,1,1,2025-11-05T18:40:36.4430000
595,0,2,2,2,2,2,2,2,2,2,2,2025-11-05T18:43:33.0100000
596,0,2,2,2,2,2,2,2,2,2,2,2025-11-05T18:47:30.5070000
597,0,2,2,2,2,2,2,2,2,2,2,2025-11-05T18:52:57.6370000
598,1,2,3,1,0,2,3,1,2,3,0,2025-11-05T18:54:38.3400000
599,0,2,2,2,2,2,2,2,2,2,2,2025-11-05T18:58:19.8470000
600,0,2,2,2,2,2,2,2,2,2,2,2025-11-05T19:00:56.5100000
601,0,1,1,1,1,1,1,1,1,1,1,2025-11-05T19:12:07.7600000
602,0,1,1,1,1,1,1,1,1,1,1,2025-11-05T19:16:08.6900000
603,0,1,1,1,1,1,1,1,1,2,1,2025-11-05T19:16:15.5870000
604,0,1,1,1,1,1,1,1,1,1,1,2025-11-05T19:16:28.0430000
605,0,1,1,1,2,2,1,2,1,2,1,2025-11-05T19:16:35.1100000
606,0,1,1,1,1,1,1,1,1,1,1,2025-11-05T19:25:52.4130000
607,0,1,1,1,1,1,1,1,1,1,1,2025-11-05T19:26:06.1970000
608,0,1,1,1,1,1,1,1,1,2,1,2025-11-05T19:26:12.0230000
609,0,2,1,2,2,3,1,2,2,1,2,2025-11-05T19:26:21.7700000
610,0,0,1,1,3,3,1,4,3,1,1,2025-11-05T19:27:01.3600000
611,0,0,0,0,4,4,0,4,4,0,0,2025-11-05T19:27:35.3900000
612,0,1,3,2,2,2,2,2,2,2,2,2025-11-05T19:27:47.5600000
613,0,1,1,1,1,1,1,1,1,1,1,2025-11-05T19:28:25.2000000
614,0,0,1,0,1,0,1,0,1,0,1,2025-11-05T19:30:49.4430000
615,1,0,1,0,1,0,1,0,1,0,1,2025-11-05T19:31:12.3300000
616,1,0,1,0,3,4,1,4,3,0,1,2025-11-05T19:34:11.4530000
617,1,0,0,4,4,0,0,4,4,0,1,2025-11-05T19:34:42.3330000
618,0,1,1,1,1,1,1,1,1,1,1,2025-11-05T19:35:39.3400000
619,0,1,1,1,1,1,1,1,1,1,1,2025-11-05T19:35:51.0030000
620,0,1,1,1,1,1,1,1,1,1,1,2025-11-05T19:35:54.2730000
621,0,1,1,1,1,1,1,1,1,1,1,2025-11-05T19:35:56.1300000
622,0,1,1,1,1,1,1,1,1,1,1,2025-11-05T19:35:57.9370000
623,0,1,1,1,1,1,1,1,1,2,1,2025-11-05T19:39:17.2300000
624,0,2,2,2,2,2,2,2,2,1,2,2025-11-05T19:45:18.7730000
625,0,1,2,2,2,2,1,2,3,2,2,2025-11-05T19:45:33.7230000
626,0,2,2,2,2,2,2,2,1,2,1,2025-11-05T19:46:10.7430000
627,0,4,4,4,3,1,1,1,1,3,4,2025-11-05T19:47:04.1130000
628,0,2,1,2,0,2,4,3,1,1,2,2025-11-06T00:02:10.3130000
629,0,1,2,1,2,3,3,3,2,3,3,2025-11-06T00:25:19.4100000
630,0,1,2,1,2,4,3,2,2,4,4,2025-11-06T00:25:29.2370000
631,1,0,0,4,4,0,0,4,4,0,1,2025-11-06T00:40:13.7270000
632,0,1,1,2,2,3,1,3,3,2,2,2025-11-08T16:52:40.0670000
633,0,1,1,1,4,3,1,3,3,2,1,2025-11-08T18:12:05.4630000
