id,genero,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,fecha,score_total,label
492,0,2,1,2,2,3,2,4,3,3,2,2025-10-31T16:27:02.9770000,24,1
493,1,1,2,2,2,2,2,0,2,2,2,2025-10-31T16:27:14.2330000,17,0
494,1,2,2,4,2,1,2,0,2,3,3,2025-10-31T16:27:29.8630000,21,1
496,0,1,2,1,2,1,4,2,2,2,3,2025-10-31T16:28:04.1270000,20,0
497,1,3,2,3,2,3,3,2,3,4,4,2025-10-31T16:28:32.5430000,29,1
498,1,3,3,3,2,2,1,2,2,3,3,2025-10-31T16:28:33.2430000,24,1
499,1,2,2,2,3,2,2,3,2,2,3,2025-10-31T16:28:46.1670000,23,1
500,1,1,1,3,2,3,3,1,2,3,2,2025-10-31T16:30:26.1600000,21,1
501,0,0,2,0,1,3,2,0,2,2,2,2025-10-31T16:39:49.7000000,14,0
502,0,1,1,2,2,2,2,2,0,4,4,2025-10-31T16:39:55.4370000,20,0
504,1,2,3,3,1,2,2,1,2,3,2,2025-10-31T16:40:37.4630000,21,1
505,0,2,1,0,0,1,0,1,2,1,2,2025-10-31T16:40:55.4370000,10,0
506,0,2,2,3,2,1,2,1,1,2,2,2025-10-31T16:41:07.3330000,18,0
507,0,0,1,2,1,1,2,1,1,2,2,2025-10-31T16:41:13.6000000,13,0
508,1,2,3,2,3,2,1,2,2,3,3,2025-10-31T16:41:14.2730000,23,1
509,0,2,1,2,3,1,1,2,2,1,2,2025-10-31T16:41:25.4470000,17,0
510,0,2,1,2,2,2,1,2,2,2,2,2025-10-31T16:41:54.8270000,18,0
511,0,2,1,2,0,2,1,1,2,2,2,2025-10-31T16:42:23.8330000,15,0
512,0,1,2,2,2,2,2,2,3,2,2,2025-10-31T16:42:36.0030000,20,0
513,1,2,3,3,3,0,4,3,4,4,4,2025-10-31T16:42:49.2900000,30,1
514,1,3,4,3,2,3,2,2,2,3,4,2025-10-31T16:43:04.6500000,28,1
515,0,2,3,3,2,3,3,1,0,2,2,2025-10-31T16:43:09.2330000,21,1
516,0,3,2,2,2,2,2,3,2,2,3,2025-10-31T16:43:14.6200000,23,1
522,0,1,3,0,1,1,0,2,1,0,2,2025-10-31T16:43:33.2830000,11,0
523,0,2,3,4,2,2,3,0,3,4,4,2025-10-31T16:44:41.1030000,27,1
525,1,2,3,4,3,2,2,1,2,3,3,2025-10-31T16:44:50.9300000,25,1
526,1,3,3,3,2,3,3,2,3,3,3,2025-10-31T16:44:57.1070000,28,1
527,1,4,2,4,2,2,3,2,1,3,2,2025-10-31T16:54:40.9630000,25,1
528,0,3,2,2,2,3,1,2,3,2,3,2025-10-31T16:54:46.9400000,23,1
530,0,2,2,4,1,4,2,1,3,2,1,2025-10-31T16:54:55.0800000,22,1
532,0,2,1,2,0,2,2,1,1,4,3,2025-10-31T16:55:22.7300000,18,0
561,1,3,3,2,2,3,3,2,3,3,3,2025-10-31T16:55:23.8870000,27,1
563,0,2,1,1,1,2,1,2,2,0,1,2025-10-31T16:56:01.9730000,13,0
564,0,3,2,4,0,1,2,1,2,4,2,2025-10-31T16:56:26.0430000,21,1
565,0,1,1,1,3,3,2,1,3,1,3,2025-10-31T16:56:34.4070000,19,0
566,0,1,1,2,0,1,0,0,0,1,1,2025-10-31T16:56:39.1430000,7,0
568,0,2,2,3,2,2,2,2,2,3,3,2025-10-31T16:57:14.2700000,23,1
569,1,2,0,4,0,1,2,2,2,2,2,2025-10-31T16:57:42.9670000,17,0
570,1,1,1,2,1,1,2,1,2,2,2,2025-10-31T16:58:26.4730000,15,0
571,0,0,0,3,0,2,2,2,2,2,2,2025-10-31T16:58:31.0300000,15,0
572,0,2,2,1,2,3,2,2,3,2,1,2025-10-31T16:59:55.3530000,20,0
573,1,2,0,0,2,2,1,0,2,0,2,2025-10-31T17:00:51.9100000,11,0
574,0,2,2,2,2,2,4,4,2,2,2,2025-10-31T17:02:55.0100000,24,1
575,1,2,2,3,2,3,3,2,3,3,2,2025-10-31T17:03:07.4770000,25,1
576,1,3,3,3,2,2,3,1,1,3,3,2025-10-31T17:04:10.8600000,24,1
577,0,1,1,2,1,1,2,1,1,1,1,2025-11-05T03:40:10.1130000,12,0
578,0,1,1,2,1,1,1,1,1,1,1,2025-11-05T03:41:35.2800000,11,0
585,1,2,3,1,4,2,3,3,2,3,0,2025-11-05T17:17:19.9430000,23,1
590,0,3,4,2,1,3,3,0,2,1,3,2025-11-05T17:35:10.3400000,22,1
603,0,1,1,1,3,3,1,3,3,2,1,2025-11-05T19:16:15.5870000,19,0
605,0,1,1,1,2,2,1,2,3,2,1,2025-11-05T19:16:35.1100000,16,0
609,0,2,1,2,2,1,1,2,2,1,2,2025-11-05T19:26:21.7700000,16,0
610,0,0,1,1,1,1,1,0,1,1,1,2025-11-05T19:27:01.3600000,8,0
611,0,0,0,0,0,0,0,0,0,0,0,2025-11-05T19:27:35.3900000,0,0
612,0,1,3,2,2,2,2,2,2,2,2,2025-11-05T19:27:47.5600000,20,0
614,0,0,1,0,3,4,1,4,3,0,1,2025-11-05T19:30:49.4430000,17,0
616,1,0,1,0,1,0,1,0,1,0,1,2025-11-05T19:34:11.4530000,5,0
617,1,0,0,4,0,4,0,0,0,0,1,2025-11-05T19:34:42.3330000,9,0
624,0,2,2,2,2,2,2,2,2,1,2,2025-11-05T19:45:18.7730000,19,0
625,0,1,2,2,2,2,1,2,1,2,2,2025-11-05T19:45:33.7230000,17,0
626,0,2,2,2,2,2,2,2,3,2,1,2025-11-05T19:46:10.7430000,20,0
627,0,4,4,4,1,3,1,3,3,3,4,2025-11-05T19:47:04.1130000,30,1
628,0,2,1,2,4,2,4,1,3,1,2,2025-11-06T00:02:10.3130000,22,1
629,0,1,2,1,2,1,3,1,2,3,3,2025-11-06T00:25:19.4100000,19,0
630,0,1,2,1,2,0,3,2,2,4,4,2025-11-06T00:25:29.2370000,21,1
632,0,1,1,2,2,1,1,1,1,2,2,2025-11-08T16:52:40.0670000,14,0
633,0,1,1,1,0,1,1,1,1,2,1,2025-11-08T18:12:05.4630000,10,0
